geneid	start	end	synonyms
casC	2881051	2882142	['cas7', 'cse4', 'ECK2753', 'ygcJ']
casB	2882155	2882637	['cse2', 'ECK2754', 'ygcK']
casA	2882630	2884138	['cse1', 'ECK2755', 'ygcL']
cas3	2884553	2887219	['ECK2756', 'ygcB']
sokX	2887353	2887411	['ECK4514']
cysH	2887578	2888312	['ECK2757']
cysI	2888387	2890099	['ECK2758']
cysJ	2890099	2891898	['ECK2759']
queD	2892214	2892579	['ECK2760', 'sscR', 'ygcM']
ygcN	2892657	2893928	['ECK2761']
ygcO	2893919	2894179	['ECK2762']
ygcP	2894196	2894771	['ECK2763']
ygcQ	2894919	2895779	['ECK2764']
ygcR	2895776	2896555	['ECK2765']
ygcS	2896533	2897870	['ECK2766']
ygcU	2897964	2899418	['b2772', 'b2773', 'ECK2767', 'ygcT', 'ygcV']
ygcW	2899488	2900273	['ECK2768']
yqcE	2900592	2901869	['ECK2769', 'yqcF']
ygcE	2901896	2903374	['ECK2770']
queE	2904747	2905418	['ECK2771', 'ygcF']
yqcG	2905557	2905697	['ECK4497']
ygcG	2905711	2906583	['ECK2772']
eno	2906643	2907941	['ECK2773']
pyrG	2908029	2909666	['ECK2774']
mazG	2909894	2910685	['ECK2775']
mazF	2910756	2911091	['chpA', 'chpAK', 'ECK2776']
mazE	2911091	2911339	['chpAI', 'chpR', 'ECK2777']
relA	2911417	2913651	['ECK2778', 'RC']
rlmD	2913699	2915000	['ECK2779', 'rumA', 'ygcA']
barA	2915057	2917813	['airS', 'ECK2780']
gudD	2918045	2919385	['ECK2781', 'ygcX']
gudX	2919406	2920746	['ECK2782', 'ygcY']
gudP	2920748	2922100	['ECK2783', 'gudT', 'ygcZ']
yqcA	2922535	2922984	['ECK2784']
truC	2923002	2923784	['ECK2785', 'yqcB']
yqcC	2923784	2924113	['ECK2786']
csrB	2924156	2924524	['ECK2787']
syd	2924735	2925280	['ECK2788', 'ydr']
queF	2925348	2926196	['ECK2789', 'yqcD']
ppnN	2926308	2927672	['ECK2790', 'ygdH']
sdaC	2928229	2929518	['dcrA', 'ECK2791']
sdaB	2929576	2930943	['ECK2792']
ygdG	2931055	2931810	['ECK2793', 'exo', 'xni']
fucO	2931865	2933013	['ECK2794']
fucA	2933041	2933688	['ECK2795', 'fucC', 'prd']
fucP	2934235	2935551	['ECK2796']
fucI	2935584	2937359	['ECK2797']
fucK	2937468	2938886	['ECK2798']
fucU	2938888	2939310	['ECK2799']
fucR	2939368	2940099	['ECK2800']
rlmM	2940143	2941243	['ECK2801', 'ygdE']
ygdD	2941236	2941631	['ECK2802']
gcvA	2941650	2942567	['ECK2803']
gcvB	2942696	2942901	['ECK2804', 'IS145', 'psrA11']
ygdI	2942918	2943145	['ECK2805']
csdA	2943337	2944542	['ECK2806', 'ygdJ']
csdE	2944542	2944985	['ECK2807', 'ygdK']
tcdA	2945036	2945842	['csdL', 'ECK2808', 'ygdL']
mltA	2946081	2947178	['ECK2809', 'mlt', 'ygdM']
metZ	2947387	2947463	['ECK2810', 'metZalpha']
metW	2947497	2947573	['ECK2811']
metV	2947607	2947683	['ECK2812', 'metX', 'metZ-beta', 'metZb', 'metZbeta']
amiC	2947757	2949010	['ECK2813', 'ygdN']
argA	2949242	2950573	['Arg1', 'Arg2', 'ECK2814']
recD	2950635	2952461	['ECK2815', 'hopE']
recB	2952461	2956003	['ECK2816', 'ior', 'rorA']
ptrA	2955996	2958884	['ECK2817', 'ptr']
recC	2959060	2962428	['ECK2818']
ppdC	2962441	2962764	['ECK2819', 'ygdA']
ygdB	2962749	2963156	['ECK2820']
ppdB	2963153	2963716	['ECK2821', 'ygdC']
ppdA	2963707	2964177	['ECK2822']
thyA	2964361	2965155	['ECK2823']
lgt	2965162	2966037	['ECK2824', 'umpA']
ptsP	2966188	2968434	['ECK2825', 'ygdF', 'ygdO']
rppH	2968447	2968977	['ECK2826', 'nudH', 'ygdP']
ygdT	2969330	2969476	['ECK4419']
mutH	2969662	2970351	['ECK2827', 'mutR', 'prv']
ygdQ	2970420	2971133	['ECK2828']
ygdR	2971271	2971489	['ECK2829']
tas	2971597	2972637	['ECK2830', 'ygdS']
lplT	2972669	2973862	['ECK2831', 'ygeD']
aas	2973855	2976014	['ECK2832']
omrA	2976102	2976189	['ECK2833', 'PAIR2a', 'psrA12', 'rygA', 'sraE', 't59']
omrB	2976304	2976385	['ECK2834', 'PAIR2b', 'rygB', 't59']
galR	2976599	2977630	['ECK2835', 'Rgal']
lysA	2977637	2978899	['ECK2836']
lysR	2979021	2979956	['ECK2837']
ygeA	2979943	2980635	['ECK2838']
araE	2980764	2982182	['ECK2839']
kduD	2982497	2983258	['ECK2840', 'ygeC', 'yqeD']
kduI	2983288	2984124	['ECK2841', 'yqeE']
yqeF	2984411	2985592	['ECK2842']
yqeG	2985847	2987076	['ECK2843']
yqeH	2987536	2988168	['ECK2844']
yqeI	2988502	2989311	['ECK2845']
yqeJ	2989304	2989786	['ECK2846']
yqeL	2989819	2989899	['ECK4498']
yqeK	2989935	2990360	['ECK2847']
ygeF	2990554	2991043	['ECK2848']
ygeG	2991268	2991759	['ECK2849']
ygeH	2992094	2993470	['ECK2850']
ygeI	2993638	2993856	['ECK2851']
pbl	2993939	2994441	['ECK2852', 'ygeJ']
ygeK	2994460	2994903	['ECK2853']
ygeL	2994937	2995092	['ECK2854']
ygeN	2995314	2996020	['b2857', 'ECK2855', 'ECK2856', 'ygeM']
ygeO	2995962	2996360	['ECK2857']
insD4	2996372	2997277	['ECK0358', 'yi22-4']
insC4	2997235	2997600	['ECK0357', 'yi21-4']
ygeP	2997689	2997988	['ECK2858']
ygeQ	2998034	2998828	['ECK2859']
glyU	2998984	2999057	['ECK2860', 'suA36', 'sufD', 'sumA', 'sumB', 'supT']
actS	2999136	2999891	['ECK2861', 'ygeR']
xdhA	3000345	3002603	['ECK2862', 'ygeS']
xdhB	3002614	3003492	['ECK2863', 'ygeT']
xdhC	3003489	3003968	['ECK2864', 'ygeU']
ygeV	3004008	3005786	['ECK2865']
ygeW	3006262	3007452	['ECK2866']
ygeX	3007510	3008706	['ECK2867']
ygeY	3008764	3009975	['ECK2868']
hyuA	3010028	3011413	['ECK2869', 'ygeZ']
yqeA	3011461	3012393	['ECK2870']
yqeB	3012614	3014239	['ECK2871']
yqeC	3014287	3015057	['ECK2872']
mocA	3015160	3015738	['ECK2873', 'ygfJ']
ygfK	3016060	3019158	['ECK2874']
ssnA	3019161	3020489	['ECK2875', 'ygfL']
ygfM	3020540	3021319	['ECK2876']
xdhD	3021316	3024186	['ECK2877', 'ygfN']
xanQ	3024351	3025751	['ECK2878', 'ygfO']
guaD	3025766	3027085	['ECK2879', 'ygfP']
ghxQ	3027121	3028488	['b2884', 'b2885', 'ECK2880', 'ygfQ', 'ygfR']
ygfS	3028524	3029012	['ECK2881']
ygfT	3029012	3030931	['ECK2882']
uacT	3031367	3032815	['ECK2883', 'ygfU']
yqfG	3032817	3032942	['ECK4499']
yqfH	3032939	3033010	['ECK4610']
idi	3033065	3033613	['ECK2884', 'ygfV']
lysS	3033657	3035174	['asuD', 'ECK2885', 'herC']
prfB	3035184	3036282	['ECK2886', 'supK']
recJ	3036373	3038106	['ECK2887']
dsbC	3038112	3038822	['ECK2888', 'xprA']
xerD	3038847	3039743	['ECK2889', 'xprB']
fldB	3039855	3040376	['ECK2890']
ygfX	3040416	3040823	['cptA', 'ECK2891']
sdhE	3040804	3041070	['cptB', 'ECK2892', 'ygfY']
ygfZ	3041313	3042293	['ECK2893', 'yzzW']
yqfA	3042489	3043148	['ECK2894']
yqfB	3043312	3043623	['ECK2895']
bglA	3043662	3045101	['bglD', 'ECK2896', 'yqfC']
ygfF	3045158	3045901	['ECK2897', 'yqfD']
gcvP	3046168	3049041	['ECK2898']
gcvH	3049160	3049549	['ECK2899', 'gcv']
gcvT	3049573	3050667	['ECK2900']
yqfI	3050958	3051041	['ECK4611']
ubiI	3051115	3052317	['ECK2901', 'visC']
ubiH	3052340	3053518	['acd', 'ECK2902', 'visB']
pepP	3053515	3054840	['ECK2903']
ygfB	3054866	3055444	['ECK2904']
zapA	3055612	3055941	['ECK2905', 'ygfE']
ssrS	3055983	3056165	['ECK2906', 'ssr']
fau	3056241	3056789	['ECK2907', 'ygfA']
sibC	3056851	3056991	['ECK2908', 'QUAD1c', 'rygC', 't27']
ibsC	3056890	3056949	['ECK4480']
serA	3057178	3058410	['ECK2909']
rpiA	3058666	3059325	['ECK2910', 'ygfC']
yqfE	3059381	3059611	['ECK2911']
argP	3059753	3060646	['ECK2912', 'iciA']
scpA	3060850	3062994	['ECK2913', 'sbm', 'yliK']
argK	3062987	3063982	['ECK2914', 'ygfD']
scpB	3063993	3064778	['ECK2915', 'ygfG']
scpC	3064802	3066280	['ECK2916', 'ygfH']
ygfI	3066277	3067173	['ECK2917']
yggE	3067340	3068080	['ECK2918']
argO	3068173	3068808	['ECK2919', 'yggA']
mscS	3068947	3069807	['ECK2920', 'yggB']
fbaA	3070165	3071244	['ald', 'ECK2921', 'fba', 'fda']
pgk	3071459	3072622	['ECK2922']
epd	3072672	3073691	['ECK2923', 'gap2', 'gapB']
yggC	3073976	3074689	['ECK2924']
fumE	3074686	3075195	['ECK2925', 'yggD']
yggF	3075217	3076182	['ECK2926', 'yggK']
yggP	3076179	3077456	['b2931', 'b2932', 'ECK2927']
cmtA	3077471	3078859	['ECK2928']
cmtB	3078887	3079330	['ECK2929', 'tolM']
tktA	3079644	3081635	['ECK2930', 'tkt']
loiP	3081913	3082671	['ECK2931', 'yggG']
speB	3082877	3083797	['ECK2932']
speA	3083935	3085911	['ECK2933']
yqgB	3085920	3086051	['ECK2934']
yqgG	3086145	3086288	['ECK4641']
yqgC	3086187	3086402	['ECK2935']
yqgD	3086399	3086650	['ECK2936']
metK	3086706	3087860	['ECK2937', 'metX']
galP	3088284	3089678	['ECK2938', 'Pgal']
yggI	3089755	3090252	['ECK2939', 'sprT']
endA	3090347	3091054	['ECK2940']
rsmE	3091134	3091865	['ECK2941', 'yggJ']
gshB	3091878	3092828	['ECK2942', 'gsh-II']
yqgE	3092937	3093500	['ECK2943']
yqgF	3093500	3093916	['ECK2944']
yggR	3094100	3095080	['ECK2945']
yggS	3095098	3095802	['ECK2946']
yggT	3095820	3096386	['ECK2947']
yggU	3096383	3096673	['ECK2948']
rdgB	3096681	3097274	['ECK2949', 'yggV']
hemW	3097267	3098403	['ECK2950', 'yggW']
yggM	3098558	3099565	['ECK2951']
ansB	3099682	3100728	['ECK2952']
yggN	3100904	3101623	['ecfF', 'ECK2953']
yggL	3101807	3102133	['ECK2954']
trmB	3102133	3102852	['ECK2955', 'trmI', 'yggH']
mutY	3103013	3104065	['ECK2956', 'micA']
yggX	3104093	3104368	['ECK2957']
mltC	3104433	3105512	['ECK2958', 'yggZ']
nupG	3105714	3106970	['ECK2959', 'gru']
speC	3107020	3109155	['ECK2960']
yqgH	3109317	3109400	['ECK4642']
yqgA	3109553	3110260	['ECK2961']
pheV	3110366	3110441	['ECK2962', 'pheC']
yghD	3110590	3111126	['ecfC', 'ECK2963']
yghE	3111128	3111988	['ecfB', 'ECK2964']
yqhJ	3111266	3111325	['ECK4643']
yghF	3112054	3113049	['ecfA', 'ECK2965']
yghG	3113067	3113477	['ECK2966']
pppA	3113543	3114352	['ECK2967', 'yghH']
yghJ	3114550	3119112	['b2973', 'b2974', 'ECK2968', 'sslE']
glcA	3119597	3121279	['ECK2969', 'yghK']
glcB	3121634	3123805	['ECK2970', 'glc']
glcG	3123827	3124231	['ECK2971', 'yghC']
glcF	3124236	3125459	['b2978', 'ECK2972', 'gox', 'yghL']
glcE	3125470	3126522	['b2978', 'ECK2973', 'gox', 'yghL']
glcD	3126522	3128021	['ECK2974', 'gox', 'yghM']
glcC	3128272	3129036	['ECK2975', 'yghN']
yghO	3129043	3130215	['ECK2976']
insH9	3130214	3131194	['ECK0261', 'trs5-9', 'yi52_9']
yghQ	3131341	3132408	['ECK2977']
yghR	3132454	3133212	['ECK2978']
yghS	3133244	3133957	['ECK2979']
yghT	3134131	3134823	['ECK2980']
pitB	3134872	3136371	['ECK2981']
gss	3136663	3138522	['ECK2982', 'gsp']
yghU	3138727	3139593	['ECK2983']
hybG	3139716	3139964	['ECK2984']
hybF	3139977	3140318	['ECK2985']
hybE	3140311	3140799	['ECK2986']
hybD	3140792	3141286	['ECK2987']
hybC	3141286	3142989	['ECK2988']
hybB	3142986	3144164	['ECK2989']
hybA	3144154	3145140	['ECK2990', 'hydL']
hybO	3145143	3146261	['ECK2991', 'yghV']
yghW	3146450	3146737	['ECK2992']
yghX	3146856	3147691	['b2999', 'b3000', 'ECK2993', 'ECK2994', 'orf_f136', 'yghY']
yqhI	3147597	3147740	['ECK4612']
gpr	3147897	3148937	['ECK2995', 'mgrA', 'yghZ']
yqhA	3148977	3149471	['ECK2996']
yghA	3149662	3150546	['ECK2997']
exbD	3150818	3151243	['ECK2998']
exbB	3151250	3151984	['ECK2999']
metC	3152236	3153423	['ECK3000']
yghB	3153563	3154222	['ECK3001']
yqhC	3154262	3155218	['ECK3002']
yqhD	3155355	3156518	['ECK3003']
dkgA	3156623	3157450	['ECK3004', 'yqhE']
yqhG	3157650	3158576	['ECK3005', 'yqhF']
yqhH	3158627	3158884	['ECK3006']
ygiQ	3158927	3161146	['b3015', 'b3016', 'ECK3007', 'ygiR']
ftsP	3161257	3162669	['ECK3008', 'sufI', 'sui']
plsC	3162744	3163481	['ECK3009', 'parF']
parC	3163715	3165973	['ECK3010']
ygiS	3166111	3167718	['ECK3011']
mqsA	3167851	3168246	['ECK3012', 'ygiT']
mqsR	3168248	3168544	['ECK3013', 'ygiU']
ygiV	3168749	3169231	['ECK3014']
ygiW	3169284	3169676	['ECK3015', 'visP']
qseB	3169828	3170487	['ECK3016', 'ygiX']
qseC	3170484	3171833	['ECK3017', 'ygiY']
ygiZ	3171879	3172211	['ECK3018']
mdaB	3172530	3173111	['ECK3019', 'mda66']
ygiN	3173142	3173456	['ECK3020']
parE	3173504	3175396	['ECK3021', 'nfxD']
yqiA	3175425	3176006	['ECK3022', 'yzzI']
cpdA	3176006	3176833	['ECK3023', 'icc']
yqiB	3176858	3177280	['ECK3024', 'yzzH']
nudF	3177281	3177910	['aspP', 'ECK3025', 'trgB', 'yqiE']
tolC	3178115	3179596	['colE1-i', 'ECK3026', 'mtcB', 'mukA', 'refI', 'toc', 'weeA']
ygiB	3179744	3180415	['ECK3028']
ygiC	3180421	3181581	['ECK3029']
ygiD	3181619	3182434	['ECK3030']
zupT	3182550	3183323	['ECK3031', 'ygiE']
yqiD	3183381	3183551	['ECK4613']
ribB	3183813	3184466	['ECK3032', 'htrP', 'luxH', 'luxH-l']
ubiK	3184840	3185130	['ECK3033', 'yqiC']
ygiL	3185414	3185965	['ECK3034']
yqiG	3186025	3189865	['ECK3035']
insC5	3186187	3186552	['ECK0357', 'yi21-5']
insD5	3186510	3187415	['ECK0358', 'yi22-5']
yqiG	3187432	3189865	['ECK3035']
yqiH	3189881	3190630	['ECK3036']
yqiI	3190632	3191696	['ECK3037']
glgS	3191739	3191939	['ECK3038', 'scoR']
yqiJ	3192208	3192837	['ECK3039']
yqiK	3192864	3194525	['ECK3040']
sibD	3194721	3194865	['C0730', 'ECK3041', 'IS156', 'QUAD1d', 'rygD', 'tp8']
ibsD	3194766	3194825	['ECK4479']
sibE	3195097	3195240	['ECK4420', 'QUAD1e', 'rygE']
ibsE	3195141	3195200	['ECK4481']
hldE	3195320	3196753	['ECK3042', 'gmhC', 'rfaE', 'waaE', 'yqiF']
glnE	3196801	3199641	['ECK3043']
ygiF	3199664	3200965	['ECK3044']
ygiM	3201207	3201827	['ecfG', 'ECK3045', 'htrG']
cca	3201891	3203129	['ECK3046']
bacA	3203310	3204131	['ECK3047', 'uppP']
folB	3204221	3204589	['ECK3048', 'ygiG']
plsY	3204694	3205311	['ECK3049', 'ygiH']
ttdR	3205324	3206256	['dan', 'ECK3050', 'ygiP']
ttdA	3206463	3207374	['ECK3051', 'ygjA']
ttdB	3207371	3207976	['ECK3052', 'ygjB']
ttdT	3208024	3209487	['ECK3053', 'ygjC', 'ygjE']
tsaD	3209530	3210543	['ECK3054', 'gcp', 'ygjD']
rpsU	3210781	3210996	['ECK3055']
dnaG	3211107	3212852	['dnaP', 'ECK3056', 'parB', 'sdgA']
rpoD	3213047	3214888	['alt', 'ECK3057']
mug	3214967	3215473	['ECK3058', 'ygjF']
ileX	3215598	3215673	['ECK3059']
nfeF	3215727	3216491	['ECK3060', 'yqjH']
nfeR	3216779	3217402	['ECK3061', 'yqjI']
aer	3217556	3219076	['air', 'ECK3062', 'yqjJ']
patA	3219494	3220873	['ECK3063', 'oat', 'pat', 'ygjG']
ygjH	3220915	3221247	['ECK3064']
ebgR	3221466	3222449	['ECK3065']
ebgA	3222633	3225725	['ECK3066']
ebgC	3225722	3226171	['ECK3067']
ygjI	3226234	3227667	['ECK3068']
ygjJ	3227801	3228871	['ECK3069']
ygjK	3228888	3231239	['ECK3070']
fadH	3231665	3233683	['ECK3071', 'ygjL']
higA	3233728	3234144	['ECK3072', 'ygjM']
higB	3234141	3234455	['ECK3073', 'ygjN']
rlmG	3234739	3235875	['ECK3074', 'ygjO']
ygjP	3235960	3236463	['ECK3075']
ygjQ	3236540	3237232	['ECK3076']
ygjR	3237311	3238297	['ECK3077']
alx	3238580	3239545	['ECK3079', 'ygjT']
sstT	3239944	3241188	['ECK3080', 'ygjU']
ygjV	3241193	3241744	['ECK3081']
uxaA	3241827	3243314	['ECK3082', 'ygjW']
uxaC	3243329	3244741	['ECK3083', 'ygjX', 'ygjY', 'ygjZ']
exuT	3245224	3246522	['ECK3084']
exuR	3246652	3247428	['ECK3085']
yqiM	3247668	3247751	['ECK4644']
yqjA	3247773	3248435	['ecfL', 'ECK3086']
mzrA	3248439	3248822	['ecfM', 'ECK3087', 'yqjB']
yqjC	3248969	3249337	['ECK3088']
yqjD	3249375	3249680	['ECK3089']
yqjE	3249683	3250087	['ECK3090']
yqjK	3250077	3250376	['ECK3091']
yqjF	3250562	3250954	['ECK3092']
yqjG	3251024	3252010	['ECK3093']
yhaH	3252304	3252669	['ECK3094']
yhaI	3252911	3253267	['ECK3095']
yhaJ	3253318	3254214	['ECK3096']
yhaK	3254319	3255020	['ECK3097']
yhaL	3255043	3255207	['ECK3098']
cyuA	3255341	3256651	['b3108', 'b3109', 'ECK3099', 'yhaM', 'yhaN']
cyuP	3256679	3258010	['dlsT', 'ECK3100', 'yhaO']
tdcG	3258285	3259649	['b3111', 'b3112', 'ECK3101', 'sdhY', 'tdcGa', 'yhaP', 'yhaQ']
tdcF	3259721	3260110	['ECK3102', 'yhaR']
tdcE	3260124	3262418	['ECK3103', 'yhaS']
tdcD	3262452	3263660	['ECK3104', 'yhaA']
tdcC	3263686	3265017	['ECK3105']
tdcB	3265039	3266028	['ECK3106', 'tdc']
tdcA	3266127	3267065	['ECK3107']
tdcR	3267380	3267598	['ECK3108']
yhaB	3267854	3268393	['ECK3109']
yhaC	3268415	3269602	['ECK3110']
rnpB	3270216	3270592	['ECK3111']
garK	3270625	3271770	['ECK3112', 'yhaD']
garR	3271867	3272751	['ECK3113', 'yhaE']
garL	3272787	3273557	['ECK3114', 'yhaF']
garP	3273573	3274907	['ECK3115', 'yhaU']
garD	3275282	3276853	['ECK3116', 'yhaG']
prlF	3277002	3277337	['ECK3117', 'prlFA', 'sohA']
yhaV	3277337	3277801	['ECK3118']
agaR	3277856	3278665	['ECK3119', 'yhaW']
kbaZ	3278914	3280194	['agaZ', 'ECK3120', 'yhaX']
agaV	3280217	3280690	['ECK3121', 'yhaY']
agaW	3280701	3281102	['ECK3122', 'yhaZ']
agaA	3281122	3281625	['ECK3123', 'yraA']
agaS	3281976	3283130	['ECK3124', 'yraB']
kbaY	3283143	3284003	['agaY', 'ECK3125', 'kba', 'yraC']
agaB	3284170	3284646	['ECK3126', 'yraD']
agaC	3284685	3285488	['ECK3127', 'yraE']
agaD	3285478	3286269	['ECK3128', 'yraF']
agaI	3286270	3287025	['ECK3129', 'yraG']
yraH	3287426	3288010	['ECK3130']
yraI	3288090	3288785	['ECK3131']
yraJ	3288814	3291330	['ECK3132']
yraK	3291341	3292432	['ECK3133']
rsmI	3292475	3293335	['ECK3134', 'yraL']
lpoA	3293400	3295436	['ECK3135', 'yraM']
yraN	3295394	3295789	['ECK3136']
diaA	3295809	3296399	['ECK3137', 'yraO']
dolP	3296409	3296984	['ecfH', 'ECK3138', 'yraP']
yraQ	3297098	3298138	['ECK3139']
yraR	3298211	3298846	['ECK3140']
yhbO	3298974	3299492	['ECK3141']
yhbP	3299472	3299915	['ECK3142']
yhbQ	3299966	3300268	['ECK3143']
yhbS	3300255	3300758	['ECK3144']
ubiT	3300752	3301276	['ECK3145', 'yhbT']
ubiU	3301485	3302480	['ECK3146', 'yhbU']
ubiV	3302489	3303367	['ECK3147', 'yhbV']
yhbW	3303448	3304455	['ECK3148']
mtr	3304573	3305817	['ECK3149']
deaD	3305971	3307860	['csdA', 'ECK3150', 'mssB', 'rhlD']
yrbN	3307853	3307933	['ECK4500']
nlpI	3308040	3308924	['ECK3151', 'yhbM']
pnp	3309033	3311168	['bfl', 'ECK3152']
sraG	3311183	3311398	['ECK3153', 'p3', 'psrA15', 'psrO']
rpsO	3311415	3311684	['ECK3154', 'secC']
truB	3311833	3312777	['ECK3155', 'yhbA']
rbfA	3312777	3313178	['ECK3156', 'sdr-43', 'yhbB']
infB	3313342	3316014	['ECK3157', 'ssyG']
nusA	3316039	3317526	['ECK3158']
rimP	3317554	3318006	['ECK3159', 'yhbC']
metY	3318213	3318289	['ECK3160']
argG	3318637	3319980	['ECK3161']
yhbX	3319988	3321613	['ECK3162']
leuU	3322072	3322158	['ECK3163']
secG	3322173	3322505	['ECK3164', 'prlH']
glmM	3322733	3324070	['ECK3165', 'mrsA', 'yhbF']
folP	3324063	3324911	['dhpS', 'ECK3166']
ftsH	3325001	3326935	['ECK3167', 'hflB', 'mrsC', 'std', 'tolZ']
rlmE	3327035	3327664	['ECK3168', 'ftsJ', 'mrsF', 'rrmJ']
yhbY	3327790	3328083	['ECK3169']
greA	3328239	3328715	['ECK3170']
dacB	3328963	3330396	['ECK3171']
obgE	3330582	3331754	['cgtA', 'ECK3172', 'obg', 'yhbZ']
yhbE	3331770	3332735	['ECK3173']
rpmA	3332862	3333119	['ECK3174', 'rpz']
rplU	3333140	3333451	['ECK3175']
ispB	3333710	3334681	['cel', 'ECK3176', 'yhbD']
sfsB	3334909	3335187	['ECK3177', 'nlp', 'sfs7']
murA	3335235	3336494	['ECK3178', 'mrbA', 'murZ']
ibaG	3336549	3336803	['ECK3179', 'yrbA']
mlaB	3336963	3337256	['ECK3180', 'yrbB']
mlaC	3337256	3337891	['ECK3181', 'yrbC']
mlaD	3337910	3338461	['ECK3182', 'yrbD']
mlaE	3338466	3339248	['ECK3183', 'yrbE']
mlaF	3339256	3340065	['ECK3184', 'yrbF']
yrbG	3340275	3341252	['ECK3185']
kdsD	3341266	3342252	['ECK3186', 'yrbH']
kdsC	3342273	3342839	['ECK3187', 'yrbI', 'yrbJ']
lptC	3342836	3343411	['ECK3188', 'yrbK']
lptA	3343380	3343937	['ECK3189', 'yhbN']
lptB	3343944	3344669	['ECK3190', 'yhbG']
rpoN	3344717	3346150	['ECK3191', 'glnF', 'ntrA']
hpf	3346173	3346460	['ECK3192', 'yhbH']
ptsN	3346578	3347069	['ECK3193', 'rpoP', 'yhbI']
rapZ	3347115	3347969	['ECK3194', 'yhbJ']
npr	3347966	3348238	['ECK3195', 'ptsO', 'rpoR', 'yhbK']
yrbL	3348452	3349084	['ECK3196']
mtgA	3349081	3349809	['ECK3197', 'mgt', 'yrbM']
elbB	3349806	3350459	['ECK3198', 'elb2', 's27a', 'yhbL', 'yzzB']
arcZ	3350577	3350697	['ECK3199', 'psrA16', 'ryhA', 'sraH']
arcB	3350689	3353025	['ECK3200']
yhcC	3353121	3354050	['ECK3201']
gltB	3354725	3359185	['aspB', 'ECK3202', 'ossB', 'psiQ']
gltD	3359198	3360616	['aspB', 'ECK3203', 'ossB', 'psiQ']
gltF	3361176	3361940	['ECK3204', 'ossB']
yhcA	3362112	3362786	['ECK3205']
yhcD	3362807	3365188	['ECK3206']
yhcE	3365185	3366929	['b3217', 'b4549', 'ECK3207']
insH10	3365702	3366682	['ECK0261', 'trs5-10', 'yi52_10']
yhcE	3366755	3366929	['b3217', 'b4549', 'ECK3207']
yhcF	3366926	3367642	['ECK3208']
yhcG	3367827	3368954	['ECK3209']
nanQ	3369014	3369478	['ECK3210', 'yhcH']
nanK	3369475	3370350	['ECK3211', 'yhcI']
nanE	3370347	3371036	['ECK3212', 'yhcJ']
nanT	3371084	3372574	['ECK3213']
nanA	3372683	3373576	['ECK3214']
nanR	3373698	3374489	['ECK3215', 'yhcK']
dcuD	3374869	3376236	['ECK3216', 'yhcL']
sspB	3376279	3376776	['ECK3217']
sspA	3376782	3377420	['ECK3218', 'pog', 'ssp']
rpsI	3377815	3378207	['ECK3219']
rplM	3378223	3378651	['ECK3220']
zapE	3378870	3379997	['ECK3221', 'yhcM']
zapG	3380191	3380589	['ECK3222', 'yhcB']
degQ	3380743	3382110	['ECK3223', 'hhoA']
degS	3382200	3383267	['ECK3224', 'hhoB', 'htrH']
mdh	3383330	3384268	['ECK3225']
argR	3384703	3385173	['ECK3226', 'Rarg', 'xerA']
yhcN	3385538	3385801	['ECK3227']
yhcO	3385857	3386129	['ECK3228']
aaeB	3386221	3388188	['ECK3229', 'yhcP']
aaeA	3388194	3389126	['ECK3230', 'yhcQ']
aaeX	3389134	3389337	['ECK3231', 'yhcR']
aaeR	3389520	3390449	['ECK3232', 'qseA', 'yhcS']
tldD	3390583	3392028	['ECK3233', 'yhdO']
yhdP	3392458	3396258	['b3245', 'b3246', 'ECK3234', 'yhdQ', 'yhdR']
rng	3396326	3397795	['adhR', 'cafA', 'ECK3235', 'yhdF']
yhdE	3397785	3398378	['ECK3236']
mreD	3398387	3398875	['ECK3237']
mreC	3398875	3399978	['ECK3238']
mreB	3400044	3401087	['ECK3239', 'envB', 'mon', 'mreB_1', 'rodY']
csrD	3401392	3403332	['ECK3240', 'yhdA']
yhdH	3403484	3404458	['acuI', 'ECK3241']
yrdF	3404495	3404637	['ECK4509']
yrdE	3404638	3405031	['ECK4442']
accB	3405436	3405906	['ECK3242', 'fabE']
accC	3405917	3407266	['ECK3243', 'fabG']
yhdT	3407375	3407617	['ECK3244']
panF	3407607	3409058	['ECK3245']
prmA	3409070	3409951	['ECK3246', 'prm-1', 'yhdI']
dusB	3410280	3411245	['ECK3247', 'yhdG']
fis	3411271	3411567	['ECK3248', 'nbp']
yhdJ	3411653	3412537	['ECK3249']
yhdU	3412621	3412800	['ECK3250']
envR	3412803	3413465	['acrS', 'ECK3251', 'yhdK']
acrE	3413864	3415021	['ECK3252', 'envC']
acrF	3415033	3418137	['ECK3253', 'envD']
yhdV	3418390	3418611	['ECK3254']
yhdW	3419042	3420066	['ECK3255']
yhdX	3420134	3421315	['ECK3256']
yhdY	3421325	3422428	['ECK3257']
yhdZ	3422436	3423194	['ECK3258']
rrfF	3423423	3423542	['ECK3259', 'rrfDbeta', 'rrvD']
thrV	3423580	3423655	['ECK3260']
rrfD	3423668	3423787	['ECK3261']
rrlD	3423880	3426783	['ECK3262']
alaU	3426958	3427033	['ECK3263', 'talD']
ileU	3427076	3427152	['ECK3264', 'tilD']
rrsD	3427221	3428762	['ECK3265']
yrdA	3429236	3429790	['ECK3266']
yrdB	3429766	3430023	['ECK3267']
aroE	3430020	3430838	['ECK3268']
