geneid	start	synonyms
atpF	3920418	['ECK3729', 'papF', 'uncF']
atpE	3920950	['ECK3730', 'papH', 'uncE']
atpB	3921236	['ECK3731', 'papD', 'uncB']
atpI	3922060	['ECK3732', 'uncI']
rsmG	3923057	['ECK3733', 'gidB']
mnmG	3923744	['ECK3734', 'gidA', 'trmF']
mioC	3926012	['ECK3736', 'yieB']
asnC	3926545	['ECK3737']
asnA	3927155	['ECK3738']
viaA	3928152	['ECK3739', 'yieD', 'yieD_1', 'yieD_2', 'yieM']
ravA	3929597	['ECK3740', 'yieN']
kup	3931316	['ECK3741', 'trkD']
rbsD	3933351	['ECK3742', 'rbsP']
rbsA	3933778	['ECK3743', 'rbsP', 'rbsT']
rbsC	3935288	['ECK3744', 'rbsP', 'rbsT']
rbsB	3936278	['ECK3745', 'prlB', 'rbsP']
rbsZ	3937045	['ECK4661']
rbsK	3937294	['ECK3746']
rbsR	3938227	['ECK3747']
hsrA	3939185	['ECK3748', 'yieO']
yieP	3940635	['ECK3749']
rrsC	3941808	['ECK3750']
gltU	3943435	['ECK3751', 'tgtC']
rrlC	3943704	['ECK3752']
rrfC	3946700	['ECK3753']
aspT	3946872	['ECK3754', 'tasC']
trpT	3946957	['ECK3755', 'su7', 'su8', 'su9', 'supU', 'supV']
hdfR	3947128	['b3762', 'b3763', 'ECK3756', 'yifA', 'yifD']
maoP	3948086	['ECK3757', 'yifE']
yifB	3948449	['ECK3758']
ilvL	3950322	['ECK3759']
ilvX	3950507	['ECK4484']
ilvG	3950560	['b3767', 'b3768', 'ECK3760', 'ilvO']
ilvM	3952201	['ECK3761']
ilvE	3952484	['ECK3762']
ilvD	3953478	['ECK3763']
ilvA	3955331	['ECK3764', 'ile']
ilvY	3956927	['ECK3765']
ilvC	3957970	['ECK3766']
ppiC	3959532	['ECK3767', 'parvA']
yifN	3960012	['ECK3768', 'ECK3769', 'yifO']
rep	3960677	['dasC', 'ECK3770', 'mbrA', 'mmrA']
gpp	3962745	['ECK3771', 'gppA']
rhlB	3964365	['ECK3772', 'mmrA']
trxA	3965761	['dasC', 'ECK3773', 'fipA', 'tsnC']
rhoL	3966231	['ECK3774']
rho	3966417	['ECK3775', 'nitA', 'nusD', 'psu', 'psuA', 'rnsC', 'sbaA', 'sun', 'tsu']
rfe	3967916	['ECK3776', 'wecA']
wzzE	3969031	['ECK3777', 'wzz', 'yifC']
wecB	3970133	['ECK3778', 'mnaA', 'nfrC', 'rffE', 'yifF']
wecC	3971260	['ECK3779', 'mnaB', 'rff', 'rffD']
rffG	3972522	['ECK3780', 'rff']
rffH	3973608	['ECK3781', 'yifG']
rffC	3974467	['ECK3782', 'rff', 'wecD', 'yifH']
wecE	3975146	['ECK3783', 'fcnA', 'rff', 'rffA', 'yifI']
wzxE	3976278	['ECK3784', 'wzx', 'yifJ']
wecF	3977525	['b4404', 'b4405', 'ECK3785', 'rff', 'rffT', 'yifM']
wzyE	3978601	['ECK3786', 'rffT']
rffM	3979956	['ECK3787', 'rff', 'wecG']
yifK	3980887	['ECK3788']
argX	3982375	['ECK3789']
hisR	3982509	['ECK3790', 'hisT']
leuT	3982606	['ECK3791']
proM	3982735	['ECK3792', 'proU']
aslB	3982958	['atsB', 'ECK3793', 'gppB']
aslA	3984352	['atsA', 'ECK3794', 'gppB']
glmZ	3986432	['ECK3795', 'k19', 'psrA20', 'ryiA', 'sraJ']
hemY	3986686	['ECK3796']
hemX	3987885	['ECK3797']
hemD	3989088	['ECK3798']
hemC	3989825	['ECK3799', 'popE']
cyaA	3991153	['cya', 'ECK3800']
cyaY	3993739	['ECK3801']
yzcX	3993850	['ECK3802']
yifL	3994522	['ECK3803']
dapF	3994762	['ECK3804']
yigA	3995583	['ECK3805']
xerC	3996287	['ECK3806']
yigB	3997183	['ECK3807']
uvrD	3997983	['dar-2', 'dda', 'ECK3808', 'mutU', 'pdeB', 'rad', 'recL', 'srjC', 'uvr502', 'uvrE']
yigE	4000292	['b3814', 'b3815', 'ECK3809']
ysgD	4001218	['ECK4656']
corA	4001426	['ECK3810']
yigF	4002419	['ECK3811']
yigG	4002813	['ECK3812']
rarD	4003288	['ECK3813', 'yigH']
yigI	4004230	['ECK3814']
pldA	4004862	['ECK3815']
recQ	4005864	['ECK3816']
rhtC	4007757	['ECK3817', 'yigJ']
rhtB	4008439	['ECK3818', 'yigK']
pldB	4009170	['ECK3819']
yigL	4010200	['ECK3820']
bioP	4011076	['ECK3821', 'yigM']
metR	4011863	['ECK3822']
metE	4013053	['ECK3823', 'metB12']
ysgA	4015354	['ECK3824']
udp	4016431	['ECK3825']
rmuC	4017333	['ECK3826', 'yigN']
ubiE	4018855	['ECK3827', 'yigO']
ubiJ	4019624	['ECK3828', 'yigP']
esrE	4019978	['ECK4519']
ubiB	4020226	['aarF', 'ECK3829', 'yigQ', 'yigR', 'yigS']
tatA	4021945	['ECK3830', 'mttA1', 'yigT']
tatB	4022218	['ECK3831', 'mttA2', 'ysgB']
tatC	4022736	['ECK3832', 'mttB', 'yigU', 'yigV']
tatD	4023554	['b3840', 'b3841', 'ECK3833', 'mttC', 'yigW', 'yigX']
rfaH	4024333	['ECK3834', 'hlyT', 'sfrB']
ubiD	4024988	['ECK3835', 'yigC', 'yigY']
fre	4026527	['ECK3836', 'fadI', 'flrD', 'fsrC']
fadA	4027609	['ECK3837', 'oldA']
fadB	4028782	['ECK3838', 'oldB']
pepQ	4031161	['ECK3839']
yigZ	4032492	['ECK3840']
trkH	4033145	['ECK3841']
hemG	4034608	['ECK3842', 'yihB']
rrsA	4035531	['ECK3843']
ileT	4037141	['ECK3844', 'tilA']
alaT	4037260	['ECK3845', 'talA']
rrlA	4037519	['ECK3846']
rrfA	4040517	['ECK3847']
mobB	4040906	['ECK3848', 'yihC']
mobA	4041415	['chlB', 'ECK3849', 'mob', 'narB']
yihD	4042069	['ECK3850']
srkA	4042415	['ECK3851', 'orfA', 'yihE']
dsbA	4043418	['dsf', 'ECK3852', 'iarA', 'ppfA']
yihF	4044199	['ECK3853']
yihG	4045670	['ECK3854']
polA	4046966	['ECK3855', 'resA']
spf	4049899	['ECK3856']
yihA	4050133	['ECK3857', 'engB']
csrC	4051036	['ECK3858', 'IS198', 'psrA21', 'ryiB', 'sraK', 'tpk2']
yihI	4051347	['ECK3859']
hemN	4052045	['ECK3860', 'yihJ']
yshB	4053647	['ECK4501']
glnG	4053869	['ECK3861', 'glnT', 'ntrC']
glnL	4055290	['ECK3862', 'glnR', 'ntrB']
glnA	4056625	['ECK3863']
bipA	4058407	['ECK3864', 'typA', 'yihK']
yihL	4060447	['ECK3865']
yihM	4061165	['ECK3866']
yihN	4062247	['ECK3867']
ompL	4063603	['ECK3868', 'yshA']
yihO	4064363	['ECK3869', 'squO']
yihP	4065809	['ECK3870']
yihQ	4067240	['ECK3871', 'squQ']
yihR	4069475	['ECK3872', 'squR']
yihS	4070515	['ECK3873', 'squS']
yihT	4071773	['ECK3874', 'squT']
yihU	4072675	['ECK3875', 'squU']
yihV	4073739	['ECK3876', 'squV']
csqR	4074669	['ECK3877', 'yihW']
yihX	4075553	['ECK3878']
yihY	4076146	['ECK3879', 'rbn']
dtd	4077015	['ECK3880', 'yihZ']
fabY	4077449	['ECK3881', 'yiiD']
yiiE	4079291	['ECK3882']
yiiF	4079751	['ECK3883']
fdhE	4080299	['ECK3884']
fdoI	4081225	['ECK3885']
fdoH	4081857	['ECK3886']
fdoG	4082772	['ECK3887']
fdhD	4086016	['ECK3888']
yiiG	4087002	['ECK3889']
frvR	4088107	['ECK3890', 'yiiH']
frvX	4089855	['ECK3891', 'yiiI']
frvB	4090915	['ECK3892', 'yiiJ']
frvA	4092377	['ECK3893', 'yiiK']
rhaM	4093124	['ECK3894', 'yiiL']
rhaD	4093448	['ECK3895']
rhaA	4094723	['ECK3896']
rhaB	4095979	['ECK3897']
rhaS	4097736	['ECK3898', 'rhaC2']
rhaR	4098646	['ECK3899', 'rhaC1']
rhaT	4099491	['ECK3900']
sodA	4100810	['ECK3901']
kdgT	4101690	['ECK3902']
yiiM	4102822	['ECK3903']
cpxA	4103602	['ecf', 'ecfB', 'ECK3904', 'eup', 'rssE', 'ssd']
cpxR	4104972	['ECK3905', 'yiiA']
cpxP	4105820	['b3913', 'ECK3906', 'yiiO']
cpxQ	4106330	['ECK4573']
fieF	4106469	['ECK3907', 'yiiP']
pfkA	4107552	['ECK3908']
sbp	4108834	['ECK3909']
cdh	4109930	['ECK3910']
tpiA	4110740	['ECK3911', 'tpi']
yiiQ	4111615	['ECK3912']
yiiR	4112315	['ECK3913']
yiiS	4112967	['ECK3914']
uspD	4113293	['ECK3915', 'yiiT']
fpr	4113726	['ECK3916', 'flxR', 'mvrA']
glpX	4114569	['ECK3917']
glpK	4115714	['ECK3918']
glpF	4117245	['ECK3919']
zapB	4118515	['ECK3920', 'yiiU']
rraA	4118845	['ECK3921', 'menG', 'yiiV']
menA	4119423	['ECK3922', 'yiiW']
hslU	4120416	['clpY', 'ECK3923', 'htpI']
hslV	4121757	['clpQ', 'ECK3924', 'htpO', 'yiiC']
ftsN	4122380	['ECK3925', 'msgA']
cytR	4123431	['ECK3926']
priA	4124612	['ECK3927', 'srgA']
rpmE	4127013	['ECK3928']
yiiX	4127286	['ECK3929']
metJ	4128078	['ECK3930']
metB	4128672	['ECK3931', 'met-1']
metL	4129835	['ECK3932', 'metM']
metF	4132616	['ECK3933']
katG	4133835	['ECK3934']
yijE	4136108	['ECK3935']
yijF	4137040	['ECK3936']
gldA	4137932	['ECK3937']
fsaB	4139046	['ECK3938', 'talC', 'yijG']
ptsA	4139720	['ECK3939', 'frwA', 'pt1A', 'yijH']
frwC	4142530	['ECK3940', 'yijJ']
frwB	4143624	['ECK3941', 'yijK']
pflD	4143995	['ECK3942', 'yijL']
pflC	4146258	['ECK3943', 'yijM']
frwD	4147138	['ECK3944', 'yijN']
yijO	4147466	['ECK3945']
eptC	4148532	['ECK3946', 'yijP']
ppc	4150447	['asp', 'ECK3947', 'glu']
argE	4153696	['ECK3948']
argC	4155001	['Arg2', 'ECK3949']
argB	4156013	['ECK3950']
argH	4156850	['ECK3951']
oxyS	4158278	['ECK3952']
oxyR	4158490	['ECK3953', 'momR', 'mor']
sthA	4159390	['ECK3954', 'sth', 'udhA']
fabR	4161067	['ECK3955', 'yijC']
yijD	4161771	['ECK3956']
trmA	4162170	['ECK3957', 'rT', 'rumT']
btuB	4163639	['bfe', 'cer', 'ECK3958']
murI	4165428	['dga', 'ECK3959', 'glr', 'yijA']
rrsB	4166659	['ECK3960']
gltT	4168372	['ECK3961', 'tgtB']
rrlB	4168641	['ECK3962']
rrfB	4171637	['ECK3963']
murB	4172057	['ECK3964', 'yijB']
birA	4173082	['bioR', 'dhbB', 'ECK3965']
coaA	4174076	['ECK3966', 'panK', 'rts', 'ts-9']
thrU	4175388	['ECK3967']
tyrU	4175472	['ECK3968', 'sup15B', 'supM', 'supZ']
glyT	4175673	['ECK3969', 'sumA', 'sup15B', 'supA36']
thrT	4175754	['ECK3970']
tufB	4175944	['ECK3971', 'kirT', 'pulT']
secE	4177358	['ECK3972', 'mbrC', 'prlG']
nusG	4177743	['ECK3973']
rplK	4178447	['ECK3974', 'relC']
rplA	4178879	['ECK3975', 'rpy']
rplJ	4179996	['ECK3976']
rplL	4180560	['ECK3977']
rpoB	4181245	['ECK3978', 'ftsR', 'groN', 'nitB', 'rif', 'ron', 'sdgB', 'stl', 'stv', 'tabD']
rpoC	4185350	['ECK3979', 'tabB']
yjaZ	4189786	['ECK3980', 'htrC']
sroH	4190327	['ECK4505']
thiH	4190735	['ECK3981', 'thiB']
thiG	4191865	['ECK3982', 'thiB']
thiS	4192637	['ECK3983', 'thiG1']
thiF	4192821	['ECK3984', 'thiA']
thiE	4193569	['ECK3985', 'thiA']
thiC	4194204	['ECK3986']
rsd	4196332	['ECK3987', 'yjaE']
nudC	4196903	['ECK3988', 'yjaD']
hemE	4197716	['ECK3989']
nfi	4198790	['ECK3990', 'yjaF']
yjaG	4199504	['ECK3991']
hupA	4200281	['ECK3992']
yjaH	4200566	['ECK3993']
zraP	4201263	['ECK3994', 'yjaI', 'zra']
zraS	4201926	['ECK3995', 'hydH']
zraR	4203320	['ECK3996', 'hydG']
purD	4204642	['adth', 'adth(a)', 'ECK3997']
purH	4205943	['ECK3998']
rrsE	4208147	['ECK3999']
gltV	4209774	['ECK4000', 'tgtE']
rrlE	4210043	['ECK4001']
rrfE	4213040	['ECK4002']
yjaA	4213234	['ECK4003']
yjaB	4213680	['ECK4004']
metA	4214280	['ECK4005']
aceB	4215478	['ECK4006', 'mas']
aceA	4217109	['ECK4007', 'icl']
aceK	4218596	['ECK4008']
aceK-int	4218879	['ECK4687']
arpA	4220301	['arp', 'ECK4009', 'yjaC']
iclR	4222804	['ECK4010']
metH	4223828	['ECK4011']
yjbB	4227731	['ECK4012']
pepE	4229453	['ECK4013']
rluF	4230354	['ECK4014', 'yjbC']
yjbD	4231359	['ECK4015']
lysC	4231884	['apk', 'ECK4016']
pgi	4233758	['ECK4017']
yjbE	4235906	['ECK4018']
yjbF	4236262	['ECK4019']
yjbG	4236897	['ECK4020']
yjbH	4237634	['ECK4021']
yjbT	4239777	['ECK4428']
psiE	4240325	['ECK4022', 'yjbA']
xylE	4240779	['ECK4023']
malH	4242531	['ECK4664']
malG	4242626	['ECK4024']
malF	4243531	['ECK4025']
malE	4245229	['ECK4026']
malK	4246784	['ECK4027', 'malB']
lamB	4247971	['ECK4028', 'malB', 'malL']
malM	4249554	['ECK4029', 'molA']
yjbI	4250703	['ECK4030']
ubiC	4252506	['ECK4031']
ubiA	4253016	['cyr', 'ECK4032']
plsB	4254043	['ECK4033']
dgkA	4256637	['ECK4034']
lexA	4257115	['ECK4035', 'exrA', 'spr', 'tsl', 'umuA']
dinF	4257742	['ECK4036']
yjbJ	4259237	['ECK4037']
zur	4259488	['ECK4038', 'yjbK', 'znuR']
yjbL	4260321	['ECK4039']
yjbM	4260599	['ECK4040']
dusA	4261669	['ECK4041', 'yjbN']
pspG	4262840	['ECK4042', 'yjbO']
pspH	4263139	['ECK4615']
qorA	4263248	['ECK4043', 'hcz', 'hzc', 'qor']
dnaB	4264314	['ECK4044', 'groP', 'grpA', 'grpD']
alr	4265782	['alr5', 'ECK4045']
tyrB	4267114	['ECK4046']
yjbS	4268809	['ECK4429']
aphA	4269414	['ECK4047', 'hobH', 'yjbP']
yjbQ	4270238	['ECK4048']
yjbR	4270658	['ECK4049']
uvrA	4271049	['dar', 'dinE', 'ECK4050']
ssb	4274125	['ECK4051', 'exrB', 'lexC']
yjcB	4274760	['ECK4052']
pdeC	4275471	['ECK4053', 'yjcC']
soxS	4277060	['ECK4054']
soxR	4277469	['ECK4055', 'marC']
ryjA	4277926	['ECK4056', 'psrA24', 'sraL']
ghxP	4278479	['ECK4057', 'yjcD']
yjcE	4279980	['ECK4058']
yjcF	4281783	['ECK4059']
actP	4283253	['ECK4060', 'yjcG']
yjcH	4284899	['ECK4061']
acs	4285413	['acsA', 'ECK4062', 'yfaC']
ytcB	4287611	['ECK4678']
nrfA	4287764	['ECK4063']
nrfB	4289245	['ECK4064', 'yjcI']
nrfC	4289808	['ECK4065', 'yjcJ']
nrfD	4290476	['ECK4066', 'yjcK']
nrfE	4291512	['ECK4067', 'yjcL']
nrfF	4293163	['ECK4068', 'yjcM']
nrfG	4293543	['aidC', 'ECK4069', 'yjcN']
gltP	4294481	['ECK4070']
yjcO	4296436	['ECK4071']
fdhF	4297219	['chlF', 'ECK4072']
mdtP	4299564	['ECK4073', 'sdsP', 'yjcP']
mdtO	4301027	['ECK4074', 'sdsQ', 'yjcQ']
mdtN	4303078	['ECK4075', 'sdsR', 'yjcR']
ytcA	4304128	['ECK4430']
yjcS	4304612	['ECK4076']
alsK	4306870	['ECK4077', 'yjcT']
alsE	4307783	['ECK4078', 'yjcU']
alsC	4308489	['ECK4079', 'yjcV']
alsA	4309448	['ECK4080', 'yjcW']
alsB	4311107	['ECK4081', 'yjcX']
alsR	4312101	['ECK4082', 'rpiR', 'yjcY']
rpiB	4313350	['alsI', 'ECK4083', 'yjcA']
yjdP	4313868	['ECK4084']
phnP	4314344	['ECK4085']
phnO	4315104	['ECK4086']
phnN	4315525	['ECK4087']
phnM	4316082	['ECK4088']
phnL	4317215	['ECK4089']
phnK	4318006	['ECK4090']
phnJ	4318761	['ECK4091']
phnI	4319599	['ECK4092']
phnH	4320663	['ECK4093']
phnG	4321244	['ECK4094']
phnF	4321697	['ECK4095']
phnE	4322443	['b4103', 'b4104', 'ECK4096', 'ECK4097']
phnD	4323336	['ECK4098', 'phn', 'psiD']
phnC	4324377	['ECK4099']
yjdN	4325298	['ECK4100', 'phnB']
yjdM	4326399	['ECK4101', 'phnA']
rdcA	4327135	['crfC', 'ECK4102', 'yjdA']
rdcB	4329360	['ECK4103', 'yjcZ']
proP	4330502	['ECK4104']
pmrR	4332116	['ECK4515']
basS	4332181	['dgkR', 'ECK4105', 'pmrB']
basR	4333282	['ECK4106', 'pmrA']
eptA	4333947	['ECK4107', 'yjdB']
adiC	4335694	['ECK4108', 'yjdD', 'yjdE']
adiY	4337168	['ECK4109']
adiA	4338254	['adi', 'ECK4110']
melR	4340720	['ECK4111']
melA	4341911	['ECK4112', 'mel-7']
melB	4343369	['ECK4113', 'mel-4']
yjdF	4344929	['ECK4114']
fumB	4345680	['ECK4115']
dcuB	4347404	['ECK4116', 'genF']
dcuR	4349315	['ECK4117', 'yjdG']
dcuS	4350031	['ECK4118', 'yjdH']
yjdI	4351843	['ECK4119']
yjdJ	4352085	['ECK4120']
ghoS	4352584	['ECK4121', 'yjdK']
ghoT	4352908	['ECK4122', 'yjdO']
lysU	4353200	['ECK4123']
dtpC	4354954	['ECK4124', 'yjdL']
cadA	4356470	['ECK4125', 'ldcI']
cadB	4358697	['ECK4126']
cadC	4360396	['ECK4127']
yjdQ	4362191	['ECK4457']
pheU	4362551	['ECK4128', 'pheR', 'pheW']
yjdC	4362733	['cutA3', 'ECK4129']
dsbD	4363345	['cutA2', 'cycZ', 'dipZ', 'ECK4130', 'htrI']
cutA	4365018	['cutA1', 'ECK4131']
dcuA	4365472	['ECK4132', 'genA']
aspX	4366839	['ECK4682']
aspA	4366891	['ECK4133']
fxsA	4368664	['ECK4134', 'yjeG']
yjeH	4369156	['ECK4135']
groS	4370688	['ECK4136', 'groES', 'mopB']
groL	4371025	['ECK4137', 'groEL', 'mopA']
yjeI	4372809	['ECK4138']
yjeJ	4373365	['ECK4139']
epmB	4374629	['ECK4140', 'yjeK']
efp	4375699	['ECK4141']
ecnA	4376317	['ECK4142']
ecnB	4376553	['ECK4143', 'yjeU']
gdx	4376875	['ECK4144', 'sugE']
blc	4377189	['ECK4145', 'yjeL']
ampC	4377811	['ampA', 'ECK4146']
frdD	4379007	['ECK4147']
frdC	4379377	['ECK4148']
frdB	4379783	['ECK4149']
frdA	4380510	['ECK4150']
epmA	4382643	['ECK4151', 'genX', 'poxA', 'yjeA']
yjeM	4383839	['ECK4152']
yjeN	4385393	['ECK4153']
yjeO	4385704	['ECK4154']
mscM	4386047	['ECK4155', 'yjeP']
psd	4389392	['ECK4156']
rsgA	4390457	['ECK4157', 'yjeQ']
orn	4391604	['ECK4158', 'yjeR']
glyV	4392360	['ECK4159', 'glyValpha', 'ins', 'mutA', 'suA58', 'suA78']
glyX	4392472	['ECK4160', 'glyVbeta']
glyY	4392583	['ECK4161', 'glyVgamma']
yjeV	4392892	['ECK4485']
queG	4392928	['ECK4162', 'yjeS']
nnr	4394066	['ECK4163', 'yjeF']
tsaE	4395585	['ECK4164', 'yjeE']
amiB	4396065	['ECK4165', 'yjeD']
mutL	4397412	['ECK4166']
miaA	4399252	['ECK4167', 'trpX']
hfq	4400288	['ECK4168']
hflX	4400672	['ECK4169', 'hflA', 'hslX']
hflK	4402038	['ECK4170', 'hflA', 'hslY']
hflC	4403300	['ECK4171', 'hflA']
yjeT	4404386	['ECK4172']
purA	4404687	['adeK', 'ECK4173']
nsrR	4406190	['ECK4174', 'yjeB']
rnr	4406654	['ECK4175', 'vacB', 'yjeC']
rlmB	4409275	['ECK4176', 'yjfH']
yjfI	4410133	['ECK4177']
yjfJ	4410553	['ECK4178']
yjfK	4411302	['ECK4179']
yjfL	4411979	['ECK4180']
yjfM	4412387	['ECK4181']
yjfC	4413028	['ECK4182']
aidB	4414275	['ECK4183']
yjfN	4416017	['ECK4184']
bsmA	4416441	['ECK4185', 'yjfO']
yjfP	4416952	['ECK4186']
ulaR	4417698	['ECK4187', 'yjfQ']
ulaG	4418561	['ECK4188', 'yjfR']
ulaA	4419980	['ECK4189', 'sgaT', 'yjfS']
ulaB	4421393	['ECK4190', 'sgaB', 'yjfT']
ulaC	4421708	['ECK4191', 'ptxA', 'sgaA', 'yjfU']
ulaD	4422186	['ECK4192', 'sgaH', 'yjfV']
ulaE	4422846	['ECK4193', 'sgaU', 'yjfW']
ulaF	4423700	['ECK4194', 'sgaE', 'yjfX']
yjfY	4424516	['ECK4195']
rpsF	4425118	['ECK4196', 'sdgH']
priB	4425520	['ECK4197']
rpsR	4425839	['ECK4198']
rplI	4426108	['ECK4199']
yjfZ	4426628	['ECK4200']
ytfA	4427694	['ECK4201']
ytfB	4428079	['ECK4202']
fklB	4428935	['ECK4203', 'ytfC']
cycA	4429864	['dagA', 'ECK4204', 'ytfD']
ytfE	4431321	['dnrN', 'ECK4205']
ytfF	4432091	['ECK4206']
qorB	4433164	['ECK4207', 'ytfG']
ytfH	4434113	['ECK4208']
cpdB	4434622	['ECK4209']
cysQ	4436755	['amt', 'amtA', 'ECK4210']
ytfI	4437707	['ECK4211']
ytfJ	4438708	['ecfJ', 'ECK4212']
ytfK	4439587	['ECK4213']
paeA	4439872	['ECK4214', 'ytfL']
msrA	4441538	['ECK4215', 'pms', 'pmsR']
tamA	4442382	['ECK4216', 'ytfM']
tamB	4444112	['ECK4217', 'ytfN', 'ytfO']
ytfP	4447894	['ECK4218']
chpS	4448447	['chpBI', 'ECK4220', 'yjfB']
chpB	4448692	['chpBK', 'ECK4221', 'yjfE']
ppa	4449122	['ECK4222']
ytfQ	4449962	['ECK4223']
ytfR	4451058	['b4228', 'b4229', 'ECK4224', 'ytfS']
ytfT	4452571	['ECK4225']
yjfF	4453583	['ECK4226']
fbp	4454611	['ECK4227', 'fdp']
mpl	4455785	['ECK4228', 'tpl', 'yjfG']
yjgA	4457314	['ECK4229']
tldE	4457959	['ECK4230', 'mcb', 'pmbA']
cybC	4459488	['cytochrome b562', 'ECK4231']
nrdG	4459900	['ECK4232', 'yjgE']
nrdD	4460522	['ECK4233']
treC	4463054	['ECK4234', 'olgH', 'treE']
treB	4464759	['ECK4235']
treR	4466299	['ECK4236']
mgtL	4467431	['ECK4513']
mgtA	4467625	['atmA', 'corB', 'ECK4237', 'mgt', 'mtg']
ridA	4470527	['ECK4238', 'yjgF']
pyrI	4470986	['ECK4239']
pyrB	4471460	['ECK4240']
pyrL	4472399	['ECK4241', 'pyrE-', 'pyrE-LP']
yjgH	4472814	['ECK4242']
bdcA	4473340	['ECK4243', 'yjgI']
bdcR	4474124	['ECK4244', 'yjgJ']
tabA	4474862	['ECK4245', 'yjgK']
yjgL	4475437	['ECK4246']
argI	4477307	['ECK4247']
rraB	4478473	['ECK4248', 'yjgD']
yjgM	4479034	['ECK4249']
yjgN	4479730	['ECK4250']
valS	4480982	['ECK4251', 'val-act']
holC	4483837	['ECK4252']
pepA	4484440	['carP', 'ECK4253', 'xerB']
ytgB	4486043	['ECK4679']
ytgA	4486105	['ECK4657']
lptF	4486218	['ECK4254', 'yjgP']
lptG	4487318	['ECK4255', 'yjgQ']
yjgR	4488561	['ECK4256']
idnR	4490141	['ECK4257', 'gntH', 'gntS?', 'yjgS']
idnT	4491206	['ECK4258', 'gntW', 'yjgT']
idnO	4492587	['ECK4259', 'yjgU']
idnD	4493375	['ECK4260', 'yjgV']
idnK	4494623	['ECK4261', 'gntV']
ahr	4495190	['ECK4262', 'yjgB']
leuX	4496405	['ECK4263', 'Su-6', 'supP']
intB	4496750	['ECK4264', 'int(P4)', 'yjgC']
insC	4498272	['ECK0357', 'yi21-6']
insD	4498595	['ECK0358', 'yi22-6']
yjgX	4499593	['b4275', 'b4276', 'b4560', 'ECK4266', 'yjgY']
yjgZ	4501260	['ECK4267']
insG	4502103	['ECK4268', 'yi41']
nanX	4504058	['ECK4269', 'yjhB']
nanY	4505287	['ECK4270', 'yjhC']
ythA	4506448	['ECK4434']
yjhD	4506626	['ECK4271']
yjhE	4506861	['ECK4272']
insO	4507197	['b4283', 'b4285', 'b4562', 'ECK0257', 'ECK4274', 'ECK4275', 'ECK4476', 'insN2', 'insO2', 'yi91', 'yi91b', 'yjhW']
insI	4507466	['ECK0258', 'tra8-3']
insM	4508684	['ECK4273']
yjhV	4509804	['ECK4276']
fecE	4510690	['ECK4277']
fecD	4511458	['ECK4278']
fecC	4512411	['ECK4279']
fecB	4513406	['ECK4280']
fecA	4514353	['ECK4281']
fecR	4516764	['ECK4282']
fecI	4517714	['ECK4283']
ykiE	4518372	['ECK4658']
insA	4518527	['ECK0023']
insB	4518721	['b4563', 'b4564', 'ECK0022']
yjhU	4519338	['ECK4284']
yjhF	4520671	['ECK4285']
yjhG	4522127	['ECK4286']
yjhH	4524105	['ECK4287']
yjhI	4525015	['ECK4288']
sgcR	4526106	['ECK4289', 'yjhJ']
sgcE	4526905	['ECK4290', 'yjhK']
sgcA	4527549	['ECK4291', 'yjhL']
ryjB	4527977	['ECK4431']
sgcQ	4528111	['ECK4292', 'yjhM']
sgcC	4528930	['ECK4293', 'yjhN']
sgcB	4530255	['ECK4294']
sgcX	4530530	['ECK4295', 'yjhO']
yjhY	4532050	['ECK4453']
yjhP	4532437	['ECK4296']
yjhQ	4533239	['ECK4297']
topAI	4533796	['ECK4298', 'yjhX']
yjhZ	4534430	['ECK4455']
yjhR	4535015	['ECK4299']
ythB	4536597	['ECK4659']
nanS	4536614	['ECK4300', 'yjhS']
nanM	4537659	['ECK4301', 'yjhT']
nanC	4538785	['ECK4302', 'yjhA']
fimB	4540957	['ECK4303', 'pil']
fimE	4542037	['ECK4304', 'hyp', 'pilH']
fimA	4543115	['ECK4305', 'fimD', 'pilA']
fimI	4543728	['ECK4306']
fimC	4544304	['ECK4307', 'pilB']
fimD	4545096	['ECK4308', 'fimD_1', 'fimD_2']
fimF	4547742	['ECK4309']
fimG	4548285	['ECK4310']
fimH	4548808	['ECK4311', 'pilE']
gntP	4549953	['ECK4312', 'yjiB']
uxuA	4551636	['ECK4313']
uxuB	4552901	['ECK4314']
uxuR	4554576	['ECK4315']
yjiC	4555490	['ECK4316']
ytiC	4556574	['ECK4577']
ytiD	4556654	['ECK4578']
idlP	4556913	['ECK4579']
iraD	4556993	['ECK4317', 'yjiD']
hypT	4557378	['ECK4318', 'qseD', 'yjiE']
iadA	4558354	['ECK4319', 'yjiF']
yjiG	4559539	['ECK4320']
yjiH	4559997	['ECK4321']
kptA	4560930	['ECK4322', 'yjiI']
yjiJ	4561497	['ECK4323']
yjiK	4562743	['ECK4324']
ytiA	4563668	['ECK4572']
yjiL	4563922	['ECK4325']
yjiM	4564699	['ECK4326']
yjiN	4565966	['ECK4327']
mdtM	4567287	['ECK4328', 'yjiO']
ytiE	4568692	['ECK4680']
rpnD	4568998	['b4338', 'b4339', 'ECK4329', 'ECK4330', 'yjiP', 'yjiQ']
yjiR	4570162	['ECK4331']
yjiS	4571751	['ECK4332']
yjiT	4572414	['ECK4333']
yjiV	4574135	['b4343', 'b4344', 'ECK4334', 'mcrD', 'yjiU']
mcrC	4576912	['ECK4335']
mcrB	4577958	['ECK4336', 'rglB']
